CarbonDioxide,Humidity,Light,Sound,Temperature
436.0,30.0,49.0,11.0,20.6
433.0,31.0,49.0,11.0,20.7
437.0,31.0,49.0,11.0,20.7
433.0,31.0,49.0,11.0,20.7
438.0,31.0,49.0,100.0,20.7
435.0,31.0,49.0,11.0,20.7
437.0,32.0,49.0,11.0,20.7
439.0,32.0,49.0,11.0,20.7
442.0,32.0,49.0,11.0,20.7
435.0,32.0,48.0,63.0,20.8
436.0,33.0,49.0,13.0,20.8
435.0,33.0,48.0,11.0,20.8
434.0,33.0,48.0,11.0,20.8
432.0,33.0,48.0,11.0,20.8
431.0,33.0,49.0,11.0,20.8
429.0,34.0,48.0,10.0,20.8
429.0,34.0,48.0,12.0,20.8
433.0,34.0,49.0,10.0,20.8
433.0,34.0,48.0,10.0,20.8
438.0,34.0,48.0,10.0,20.8
435.0,34.0,48.0,10.0,20.8
434.0,34.0,47.0,11.0,20.8
431.0,34.0,48.0,12.0,20.9
430.0,34.0,48.0,10.0,20.9
431.0,35.0,48.0,12.0,20.8
436.0,35.0,48.0,9.0,20.9
430.0,35.0,48.0,10.0,20.9
435.0,35.0,48.0,9.0,20.9
433.0,35.0,48.0,9.0,20.8
432.0,35.0,48.0,100.0,20.9
433.0,35.0,48.0,9.0,20.9
433.0,35.0,47.0,9.0,20.9
435.0,35.0,0.0,9.0,20.9
429.0,36.0,0.0,10.0,20.9
426.0,36.0,0.0,10.0,20.9
427.0,36.0,0.0,9.0,20.9
418.0,36.0,0.0,9.0,20.9
424.0,36.0,0.0,9.0,20.9
425.0,36.0,0.0,10.0,20.9
424.0,36.0,0.0,9.0,20.9
421.0,36.0,0.0,9.0,20.9
417.0,36.0,0.0,66.0,20.9
419.0,36.0,0.0,77.0,20.9
422.0,36.0,0.0,10.0,20.9
414.0,36.0,0.0,9.0,20.9
419.0,36.0,0.0,9.0,20.9
422.0,36.0,0.0,9.0,20.9
421.0,36.0,0.0,9.0,21.0
426.0,36.0,0.0,9.0,21.0
414.0,36.0,0.0,9.0,21.0
418.0,36.0,0.0,9.0,20.9
413.0,36.0,0.0,9.0,20.9
417.0,36.0,0.0,9.0,21.0
419.0,36.0,0.0,9.0,21.0
417.0,36.0,0.0,9.0,21.0
410.0,36.0,0.0,9.0,21.0
411.0,36.0,0.0,10.0,21.0
415.0,36.0,0.0,9.0,21.0
418.0,36.0,0.0,9.0,21.0
408.0,36.0,0.0,10.0,21.0
412.0,37.0,0.0,81.0,21.0
413.0,37.0,0.0,9.0,21.0
414.0,37.0,0.0,9.0,21.0
416.0,37.0,0.0,10.0,21.0
414.0,37.0,0.0,9.0,21.0
413.0,37.0,0.0,10.0,21.0
415.0,37.0,0.0,9.0,21.1
412.0,37.0,0.0,11.0,21.1
410.0,37.0,0.0,11.0,21.1
412.0,37.0,0.0,10.0,21.1
413.0,37.0,0.0,10.0,21.1
404.0,37.0,0.0,11.0,21.1
414.0,37.0,0.0,11.0,21.1
412.0,37.0,0.0,10.0,21.2
407.0,37.0,26.0,11.0,21.1
414.0,37.0,26.0,11.0,21.2
413.0,38.0,26.0,10.0,21.2
406.0,38.0,26.0,11.0,21.2
410.0,38.0,26.0,12.0,21.2
408.0,38.0,25.0,11.0,21.2
406.0,38.0,26.0,12.0,21.2
414.0,38.0,27.0,10.0,21.3
410.0,37.0,27.0,11.0,21.3
408.0,37.0,27.0,18.0,21.3
411.0,37.0,27.0,13.0,21.3
420.0,37.0,27.0,11.0,21.4
417.0,37.0,27.0,11.0,21.4
420.0,36.0,26.0,10.0,21.4
423.0,36.0,27.0,12.0,21.4
418.0,36.0,27.0,11.0,21.4
426.0,36.0,27.0,11.0,21.4
423.0,36.0,27.0,12.0,21.4
425.0,36.0,27.0,12.0,21.5
426.0,35.0,27.0,11.0,21.4
425.0,35.0,28.0,11.0,21.4
432.0,35.0,27.0,11.0,21.5
433.0,35.0,26.0,12.0,21.5
439.0,35.0,28.0,11.0,21.5
477.0,35.0,29.0,39.0,21.5
636.0,36.0,29.0,49.0,21.9
649.0,37.0,28.0,95.0,22.0
674.0,37.0,29.0,15.0,22.0
679.0,37.0,29.0,24.0,22.0
658.0,37.0,27.0,12.0,22.0
596.0,36.0,27.0,11.0,22.0
551.0,36.0,26.0,12.0,21.9
500.0,36.0,26.0,11.0,21.8
487.0,36.0,25.0,17.0,21.7
480.0,0.0,26.0,11.0,0.0
481.0,36.0,25.0,13.0,21.7
477.0,36.0,26.0,95.0,21.7
492.0,36.0,27.0,12.0,21.7
498.0,37.0,27.0,13.0,21.7
517.0,37.0,26.0,10.0,21.7
587.0,38.0,26.0,10.0,21.7
614.0,38.0,27.0,13.0,21.7
612.0,38.0,28.0,15.0,21.7
647.0,38.0,28.0,10.0,21.8
611.0,38.0,28.0,10.0,21.8
573.0,38.0,28.0,9.0,21.8
554.0,37.0,28.0,100.0,21.7
531.0,36.0,26.0,9.0,21.7
508.0,36.0,26.0,10.0,21.7
487.0,36.0,0.0,24.0,21.7
475.0,36.0,26.0,10.0,21.7
470.0,36.0,0.0,12.0,21.7
487.0,35.0,0.0,9.0,21.7
486.0,36.0,0.0,9.0,21.7
484.0,35.0,0.0,95.0,21.7
476.0,35.0,0.0,9.0,21.7
466.0,35.0,0.0,9.0,21.7
465.0,35.0,0.0,9.0,21.7
458.0,35.0,0.0,9.0,21.7
456.0,35.0,0.0,9.0,21.7
448.0,35.0,0.0,9.0,21.7
452.0,35.0,0.0,9.0,21.7
444.0,35.0,0.0,9.0,21.7
442.0,35.0,0.0,9.0,21.7
439.0,35.0,0.0,10.0,21.7
434.0,35.0,0.0,10.0,21.7
441.0,35.0,0.0,9.0,21.7
435.0,35.0,0.0,10.0,21.7
435.0,35.0,0.0,9.0,21.7
435.0,35.0,0.0,9.0,21.7
429.0,35.0,0.0,9.0,21.7
433.0,35.0,0.0,10.0,21.7
428.0,34.0,0.0,9.0,21.7
428.0,34.0,0.0,9.0,21.7
424.0,34.0,0.0,9.0,21.7
428.0,34.0,0.0,9.0,21.7
424.0,34.0,0.0,9.0,21.7
425.0,34.0,0.0,9.0,21.7
421.0,34.0,0.0,10.0,21.7
424.0,34.0,0.0,10.0,21.7
426.0,34.0,0.0,9.0,21.7
424.0,34.0,0.0,10.0,21.7
430.0,34.0,0.0,9.0,21.7
423.0,34.0,0.0,11.0,21.7
415.0,34.0,0.0,11.0,21.7
421.0,34.0,0.0,11.0,21.7
414.0,34.0,0.0,11.0,21.7
418.0,34.0,0.0,11.0,21.7
409.0,34.0,0.0,12.0,21.7
411.0,34.0,0.0,10.0,21.7
415.0,34.0,0.0,12.0,21.7
415.0,34.0,41.0,10.0,21.7
419.0,34.0,41.0,98.0,21.7
418.0,34.0,41.0,11.0,21.7
418.0,35.0,41.0,10.0,21.7
423.0,35.0,40.0,10.0,21.8
420.0,35.0,41.0,11.0,21.8
425.0,36.0,41.0,15.0,21.8
429.0,36.0,41.0,12.0,21.8
431.0,36.0,41.0,12.0,21.8
427.0,36.0,41.0,11.0,21.8
435.0,36.0,41.0,12.0,21.8
443.0,36.0,41.0,10.0,21.8
453.0,36.0,42.0,12.0,21.8
464.0,37.0,42.0,11.0,21.9
480.0,37.0,42.0,11.0,21.8
483.0,37.0,42.0,16.0,21.9
475.0,38.0,42.0,11.0,21.9
474.0,38.0,42.0,12.0,21.9
472.0,38.0,42.0,11.0,21.9
476.0,38.0,43.0,11.0,21.9
489.0,38.0,42.0,11.0,21.9
489.0,38.0,42.0,13.0,21.9
481.0,38.0,42.0,12.0,21.9
481.0,38.0,41.0,11.0,21.9
484.0,38.0,42.0,12.0,21.9
502.0,38.0,42.0,11.0,21.9
499.0,38.0,41.0,22.0,21.9
506.0,38.0,45.0,11.0,21.9
498.0,38.0,41.0,15.0,22.0
498.0,39.0,42.0,12.0,22.0
488.0,39.0,41.0,13.0,22.0
488.0,39.0,42.0,11.0,21.9
490.0,39.0,42.0,11.0,21.9
463.0,37.0,41.0,10.0,21.9
462.0,37.0,42.0,12.0,21.9
456.0,37.0,40.0,11.0,21.9
448.0,37.0,41.0,11.0,21.9
446.0,36.0,41.0,11.0,21.9
443.0,37.0,41.0,10.0,21.9
442.0,37.0,41.0,10.0,21.9
439.0,36.0,41.0,10.0,21.9
431.0,36.0,41.0,10.0,21.9
432.0,37.0,41.0,9.0,21.9
432.0,36.0,41.0,9.0,21.9
428.0,36.0,41.0,9.0,21.9
425.0,36.0,41.0,10.0,21.9
425.0,36.0,41.0,10.0,21.9
425.0,36.0,41.0,9.0,21.9
429.0,36.0,41.0,9.0,21.9
424.0,36.0,41.0,9.0,21.9
419.0,36.0,41.0,9.0,21.9
416.0,36.0,41.0,9.0,21.9
413.0,36.0,0.0,10.0,21.9
418.0,36.0,0.0,9.0,21.9
411.0,36.0,0.0,10.0,21.9
412.0,36.0,0.0,9.0,21.9
412.0,36.0,0.0,9.0,21.9
410.0,36.0,0.0,9.0,21.9
410.0,36.0,0.0,100.0,21.9
406.0,36.0,0.0,9.0,21.9
404.0,36.0,0.0,10.0,21.9
410.0,36.0,0.0,10.0,21.8
404.0,36.0,0.0,9.0,21.8
405.0,36.0,0.0,10.0,21.9
406.0,36.0,0.0,9.0,21.9
407.0,36.0,0.0,9.0,21.9
404.0,36.0,0.0,9.0,21.9
402.0,0.0,0.0,9.0,0.0
405.0,36.0,0.0,9.0,21.9
402.0,36.0,0.0,10.0,21.8
397.0,36.0,0.0,10.0,21.8
406.0,36.0,0.0,88.0,21.8
404.0,0.0,0.0,9.0,0.0
399.0,36.0,0.0,9.0,21.8
401.0,36.0,0.0,9.0,21.8
401.0,36.0,0.0,82.0,21.8
403.0,36.0,0.0,9.0,21.8
401.0,36.0,0.0,74.0,21.8
394.0,36.0,0.0,9.0,21.8
399.0,36.0,0.0,9.0,21.8
397.0,36.0,0.0,9.0,21.8
404.0,36.0,0.0,9.0,21.8
404.0,36.0,0.0,9.0,21.8
404.0,36.0,0.0,9.0,21.8
400.0,36.0,0.0,9.0,21.8
397.0,36.0,0.0,9.0,21.7
396.0,36.0,0.0,9.0,21.8
401.0,36.0,0.0,9.0,21.8
402.0,36.0,0.0,9.0,21.8
398.0,35.0,0.0,9.0,21.8
400.0,35.0,0.0,9.0,21.8
401.0,35.0,0.0,9.0,21.8
397.0,35.0,0.0,10.0,21.8
404.0,35.0,0.0,9.0,21.8
405.0,35.0,0.0,9.0,21.8
398.0,35.0,0.0,26.0,21.8
402.0,34.0,0.0,9.0,21.8
403.0,34.0,1.0,9.0,21.8
405.0,34.0,0.0,9.0,21.8
412.0,34.0,1.0,9.0,21.7
405.0,34.0,41.0,9.0,21.7
410.0,34.0,41.0,64.0,21.8
406.0,34.0,41.0,10.0,21.8
406.0,34.0,41.0,10.0,21.8
404.0,34.0,41.0,14.0,21.9
411.0,34.0,41.0,12.0,21.9
412.0,34.0,41.0,10.0,21.9
408.0,34.0,41.0,11.0,21.9
415.0,34.0,42.0,10.0,21.9
408.0,34.0,42.0,12.0,21.9
416.0,34.0,41.0,11.0,21.9
418.0,34.0,42.0,11.0,21.9
416.0,34.0,42.0,12.0,22.0
420.0,34.0,42.0,12.0,22.0
416.0,34.0,43.0,10.0,22.0
428.0,34.0,43.0,10.0,22.0
425.0,34.0,43.0,11.0,22.0
451.0,35.0,45.0,100.0,22.0
464.0,35.0,42.0,19.0,22.0
458.0,35.0,42.0,11.0,22.0
448.0,35.0,2.0,11.0,22.0
432.0,34.0,2.0,11.0,22.0
419.0,34.0,2.0,11.0,21.9
419.0,34.0,1.0,11.0,21.9
421.0,34.0,2.0,11.0,21.9
413.0,34.0,2.0,11.0,21.8
408.0,33.0,1.0,11.0,21.9
408.0,33.0,1.0,12.0,21.8
406.0,33.0,1.0,12.0,21.8
406.0,33.0,1.0,10.0,21.8
401.0,33.0,0.0,11.0,21.8
402.0,33.0,0.0,11.0,21.8
402.0,33.0,0.0,10.0,21.7
402.0,32.0,0.0,11.0,21.7
404.0,32.0,0.0,11.0,21.7
402.0,32.0,0.0,9.0,21.7
398.0,32.0,0.0,98.0,21.7
406.0,32.0,0.0,9.0,21.7
398.0,32.0,0.0,10.0,21.7
407.0,32.0,0.0,9.0,21.6
406.0,32.0,0.0,9.0,21.7
400.0,32.0,0.0,9.0,21.6
398.0,32.0,0.0,9.0,21.6
405.0,32.0,0.0,9.0,21.6
402.0,32.0,0.0,9.0,21.6
407.0,0.0,0.0,9.0,0.0
408.0,32.0,0.0,9.0,21.6
407.0,33.0,0.0,9.0,21.6
408.0,33.0,0.0,10.0,21.6
408.0,33.0,0.0,9.0,21.6
410.0,33.0,0.0,12.0,21.6
402.0,33.0,0.0,9.0,21.5
407.0,33.0,0.0,23.0,21.6
409.0,33.0,0.0,9.0,21.5
409.0,33.0,0.0,9.0,21.5
413.0,33.0,0.0,9.0,21.5
407.0,33.0,0.0,9.0,21.5
410.0,33.0,0.0,10.0,21.5
405.0,33.0,0.0,9.0,21.5
410.0,33.0,0.0,9.0,21.5
410.0,33.0,0.0,9.0,21.5
412.0,33.0,0.0,9.0,21.5
410.0,33.0,0.0,10.0,21.5
412.0,33.0,0.0,9.0,21.5
406.0,33.0,0.0,9.0,21.5
406.0,33.0,0.0,9.0,21.5
410.0,33.0,0.0,9.0,21.4
410.0,33.0,0.0,100.0,21.4
408.0,33.0,0.0,9.0,21.4
408.0,33.0,0.0,9.0,21.4
409.0,34.0,0.0,92.0,21.4
408.0,34.0,0.0,9.0,21.4
411.0,34.0,0.0,9.0,21.4
404.0,34.0,0.0,14.0,21.4
408.0,34.0,0.0,9.0,21.4
403.0,34.0,0.0,9.0,21.4
408.0,34.0,0.0,9.0,21.4
402.0,34.0,0.0,9.0,21.4
403.0,34.0,0.0,15.0,21.4
398.0,35.0,0.0,76.0,21.3
397.0,35.0,0.0,14.0,21.3
401.0,35.0,0.0,13.0,21.3
401.0,35.0,0.0,14.0,21.3
399.0,35.0,0.0,9.0,21.4
402.0,35.0,0.0,9.0,21.4
402.0,36.0,0.0,8.0,21.4
403.0,36.0,0.0,9.0,21.4
404.0,36.0,0.0,9.0,21.4
402.0,36.0,0.0,9.0,21.4
399.0,36.0,0.0,9.0,21.4
403.0,36.0,0.0,9.0,21.4
400.0,36.0,0.0,8.0,21.4
402.0,37.0,0.0,9.0,21.4
396.0,37.0,1.0,9.0,21.4
403.0,37.0,0.0,10.0,21.4
398.0,37.0,1.0,10.0,21.4
398.0,37.0,1.0,11.0,21.4
391.0,37.0,1.0,11.0,21.4
393.0,37.0,1.0,11.0,21.4
394.0,38.0,0.0,25.0,21.4
398.0,38.0,1.0,32.0,21.4
394.0,38.0,1.0,9.0,21.4
394.0,38.0,1.0,10.0,21.4
390.0,38.0,45.0,11.0,21.4
392.0,37.0,46.0,11.0,21.4
392.0,37.0,45.0,10.0,21.4
391.0,37.0,45.0,10.0,21.4
392.0,37.0,52.0,11.0,21.4
392.0,37.0,47.0,10.0,21.4
400.0,37.0,48.0,10.0,21.4
400.0,37.0,45.0,12.0,21.4
431.0,37.0,47.0,34.0,21.4
453.0,37.0,48.0,66.0,21.5
461.0,38.0,44.0,37.0,21.5
467.0,38.0,43.0,10.0,21.5
479.0,38.0,43.0,10.0,21.6
485.0,38.0,44.0,30.0,21.6
480.0,38.0,43.0,22.0,21.5
477.0,38.0,44.0,17.0,21.6
454.0,38.0,44.0,10.0,21.6
446.0,38.0,1.0,76.0,21.6
430.0,37.0,0.0,10.0,21.5
419.0,37.0,1.0,10.0,21.5
414.0,37.0,0.0,11.0,21.4
403.0,37.0,0.0,10.0,21.4
404.0,37.0,0.0,10.0,21.4
407.0,36.0,0.0,10.0,21.4
403.0,36.0,0.0,10.0,21.3
402.0,36.0,0.0,9.0,21.4
404.0,36.0,0.0,8.0,21.4
397.0,36.0,0.0,9.0,21.3
401.0,36.0,0.0,8.0,21.3
405.0,36.0,0.0,9.0,21.3
402.0,35.0,0.0,8.0,21.3
404.0,35.0,0.0,9.0,21.3
396.0,35.0,0.0,9.0,21.3
401.0,35.0,0.0,9.0,21.3
403.0,35.0,0.0,9.0,21.3
397.0,35.0,0.0,16.0,21.3
399.0,35.0,0.0,14.0,21.3
396.0,34.0,0.0,13.0,21.3
400.0,34.0,0.0,64.0,21.3
402.0,34.0,0.0,9.0,21.2
403.0,34.0,0.0,8.0,21.2
400.0,34.0,0.0,9.0,21.2
405.0,34.0,0.0,9.0,21.2
398.0,34.0,0.0,9.0,21.2
401.0,34.0,0.0,9.0,21.2
403.0,34.0,0.0,9.0,21.2
404.0,34.0,0.0,13.0,21.2
402.0,34.0,0.0,9.0,21.2
400.0,34.0,0.0,27.0,21.1
396.0,34.0,0.0,9.0,21.1
402.0,34.0,0.0,9.0,21.1
399.0,34.0,0.0,9.0,21.1
401.0,34.0,0.0,9.0,21.1
402.0,34.0,0.0,9.0,21.1
404.0,34.0,0.0,8.0,21.1
402.0,34.0,0.0,9.0,21.1
402.0,34.0,0.0,9.0,21.1
397.0,34.0,0.0,9.0,21.1
397.0,34.0,0.0,8.0,21.1
409.0,33.0,0.0,9.0,21.1
402.0,33.0,0.0,9.0,21.1
407.0,34.0,0.0,9.0,21.1
406.0,33.0,0.0,9.0,21.0
405.0,33.0,0.0,8.0,21.0
407.0,33.0,0.0,8.0,21.0
405.0,33.0,0.0,8.0,21.0
409.0,33.0,0.0,8.0,21.0
410.0,33.0,0.0,9.0,21.0
415.0,33.0,0.0,9.0,21.0
412.0,33.0,0.0,10.0,21.0
407.0,33.0,0.0,11.0,21.0
411.0,33.0,0.0,10.0,21.0
408.0,33.0,0.0,10.0,21.0
411.0,33.0,0.0,12.0,21.0
409.0,33.0,0.0,11.0,21.0
406.0,33.0,43.0,10.0,21.0
412.0,33.0,43.0,10.0,21.0
407.0,33.0,43.0,10.0,21.0
411.0,33.0,42.0,11.0,21.0
416.0,33.0,43.0,10.0,21.0
417.0,33.0,43.0,10.0,21.0
411.0,32.0,44.0,10.0,21.0
413.0,32.0,44.0,10.0,21.1
427.0,32.0,44.0,9.0,21.1
424.0,32.0,44.0,10.0,21.1
419.0,32.0,44.0,10.0,21.1
418.0,32.0,44.0,21.0,21.2
422.0,32.0,44.0,10.0,21.2
428.0,32.0,44.0,35.0,21.2
494.0,33.0,44.0,36.0,21.3
530.0,34.0,48.0,24.0,21.4
573.0,34.0,46.0,100.0,21.5
610.0,35.0,45.0,23.0,21.6
617.0,35.0,48.0,50.0,21.6
608.0,35.0,47.0,23.0,21.6
583.0,35.0,48.0,14.0,21.6
550.0,35.0,45.0,13.0,21.6
528.0,35.0,46.0,11.0,21.5
498.0,35.0,46.0,12.0,21.5
485.0,35.0,45.0,11.0,21.5
469.0,35.0,46.0,20.0,21.6
470.0,35.0,46.0,69.0,21.6
472.0,35.0,44.0,11.0,21.6
474.0,35.0,44.0,15.0,21.6
477.0,35.0,45.0,14.0,21.6
474.0,34.0,44.0,11.0,21.6
479.0,34.0,44.0,11.0,21.6
472.0,34.0,46.0,13.0,21.5
467.0,33.0,44.0,11.0,21.5
454.0,33.0,44.0,10.0,21.5
444.0,33.0,44.0,82.0,21.5
443.0,32.0,44.0,10.0,21.5
438.0,32.0,44.0,11.0,21.6
443.0,32.0,44.0,10.0,21.5
437.0,32.0,43.0,10.0,21.5
436.0,31.0,44.0,11.0,21.5
437.0,31.0,43.0,10.0,21.5
431.0,31.0,43.0,9.0,21.5
